Date,GOLDBEES.NS,HDFCBANK.NS,ITC.NS,RELIANCE.NS,TCS.NS
2018-01-02,0.0009641039886228466,0.009579208969414882,-0.005926729524330979,0.0015376634510884792,-0.005457939770714604
2018-01-03,5.665338509102662e-05,-0.010577142760700254,0.0015326757946906551,0.003997739411936149,0.0028272780413632036
2018-01-04,-0.0024971630971484813,0.0039056062131881657,0.0015306567585258413,0.00599435265081501,0.0069679282034917555
2018-01-05,0.0016087915973555505,0.001987385174465383,0.005148372003167593,0.0032002605567346977,0.012008224591535159
2018-01-08,0.001171806458070249,-0.0016110751248598124,0.010217661562371042,0.00572428040014529,0.009327118065330101
2018-01-09,0.002584391436446513,0.0016647657047973144,0.01846550263944287,0.01326580565113244,-0.0019911926005592813
2018-01-10,-0.0007349934824578388,0.00026819917886347297,-0.0042596984500968774,0.0014867156167912433,0.03539404728731609
2018-01-11,0.0037073407480236096,0.0044692079686661145,0.001483500528215165,-0.004893266767063991,-0.005752857281797533
2018-01-12,0.0061609837058677844,-0.0038793106547136713,-0.008374421084385138,0.011925210173377424,-0.0050838500804549136
2018-01-15,0.006197505316261591,0.017247039775862075,0.00018692069746413382,0.00015803435289167854,-0.010955320805734352
2018-01-16,0.003796299632459873,0.0012639317421074842,-0.0222944858890613,-0.027991667093729678,0.03743578716617173
2018-01-17,-0.001368722003284579,-0.005091561991573291,0.01648540064233533,0.0016780117363913057,0.013275590935502745
2018-01-18,-0.00689033679900331,0.022904324984825766,0.027251694062185576,-0.005205499581507371,0.010073995431132327
2018-01-19,0.004388582927750626,0.009211284549252172,0.0041973519260678945,0.012533866067216884,0.013986095896254968
2018-01-22,-0.0017085665533270035,0.005695191870826233,-0.003283469045965197,0.04225983742814336,0.05409348109163263
2018-01-23,0.0035067803233171588,-0.0061561931578186695,0.010722525739513027,0.012022139185578554,-0.004631049755217086
2018-01-24,0.005117376382028772,0.003248879909835417,0.01738235921251382,-0.017337291411821307,0.023134393493618188
2018-01-25,0.007307187355956785,0.008798237995698805,-0.0007106966282855957,-0.00046580762687268635,-0.017012228786936485
2018-01-29,-0.006883476567330713,0.012429225407626502,-0.02011210773170533,-0.001450512709671303,0.0246221921027948
2018-01-30,7.363385316907238e-05,-0.0020775641397579336,-0.0016337965695127244,-0.014726923780102126,-0.014484613441665984
2018-01-31,-0.0021571600484238313,0.005098425306521442,-0.013904396956513658,0.011403615992329806,-0.012928881769852798
2018-02-01,0.001972994976695794,-0.007280683469927096,0.014267736687770333,-0.018319243517758665,0.008398950673355684
2018-02-02,0.007798548468599118,-0.0219091496525034,0.0001814265575155105,-0.042750697318522664,0.004783538450320024
2018-02-05,-0.006252362390905233,-0.017686238165121815,0.014064571073464732,-0.002435863441864739,-0.016126825258744516
2018-02-06,0.006636129152428151,-0.008948821815879821,-0.02080577283481955,-0.011202481317742059,-0.03473842996257796
2018-02-07,-0.009730895701859116,-0.012733613537468689,0.006014677298036019,0.002574970730302808,-0.014179733859373374
2018-02-08,-0.011766130502682003,0.004342273375380291,-0.003823482619091636,0.011284431959679772,0.006459420037514509
2018-02-09,0.005881786619922741,-0.0168616979096815,-0.01008330212435929,-0.007434634793470434,-0.000840862168705812
2018-02-12,0.002169028045821949,0.014573150014890825,-0.005543291281887608,0.019467240090780328,-0.0014814525346552058
2018-02-14,0.004840138674265455,0.0034576368253212207,-0.012491927837140803,0.019631366443998113,-0.0188812337525679
